* Measurement data measured by REW V5.20.7
* Source: /Users/griff/Desktop/0 - REW Curves/Targets/Harman2015OE.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 1, 2022 3:08:30 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Desktop/0 - REW Curves/Targets/Harman2015OE.txt Format: Comma/Tab/Space delimited data 958 values loaded, 20 Hz to 20,040 Hz log spaced
* Measurement: Harman2015OE
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
9188.932617 90.690 -172.6805
9255.519531 90.583 -173.7059
9322.588867 90.476 -174.7333
9390.144531 90.367 -175.7625
9458.189453 90.256 -176.7934
9526.727539 90.146 -177.8257
9595.761719 90.033 -178.8595
9665.296875 89.920 -179.8946
9735.335938 89.804 179.0691
9805.881836 89.688 178.0319
9876.939453 89.570 176.9938
9948.511719 89.451 175.9551
10020.602539 89.330 174.9160
10093.215820 89.208 173.8766
10166.355469 89.083 172.8370
10240.025391 88.957 171.7974
10314.228516 88.829 170.7580
10388.969727 88.699 169.7190
10464.252930 88.568 168.6803
10540.081055 88.433 167.6423
10616.458984 88.296 166.6049
10693.390625 88.158 165.5681
10770.878906 88.016 164.5319
10848.928711 87.872 163.4962
10927.544922 87.725 162.4609
11006.730469 87.575 161.4258
11086.490234 87.421 160.3907
11166.827148 87.265 159.3553
11247.746094 87.104 158.3192
11329.251953 86.940 157.2818
11411.348633 86.773 156.2426
11494.040039 86.601 155.2010
11577.331055 86.428 154.1563
11661.225586 86.251 153.1077
11745.727539 86.074 152.0546
11830.841797 85.898 150.9956
11916.573242 85.725 149.9300
12002.925781 85.557 148.8572
12089.904297 85.397 147.7754
12177.512695 85.250 146.6845
12265.755859 85.115 145.5825
12354.638672 84.995 144.4686
12444.165039 84.887 143.3422
12534.340820 84.792 142.2020
12625.169922 84.705 141.0472
12716.657227 84.625 139.8769
12808.807617 84.547 138.6904
12901.625977 84.471 137.4868
12995.116211 84.393 136.2658
13089.284180 84.311 135.0267
13184.134766 84.227 133.7696
13279.672852 84.140 132.4937
13375.903320 84.047 131.1995
13472.831055 83.952 129.8867
13570.460938 83.852 128.5557
13668.797852 83.749 127.2070
13767.847656 83.642 125.8411
13867.615234 83.531 124.4584
13968.105469 83.417 123.0601
14069.324219 83.299 121.6471
14171.276367 83.178 120.2202
14273.966797 83.053 118.7810
14377.401367 82.923 117.3309
14481.585938 82.792 115.8711
14586.525391 82.656 114.4035
14692.225586 82.517 112.9294
14798.691406 82.375 111.4510
14905.928711 82.228 109.9700
15013.943359 82.078 108.4883
15122.740234 81.924 107.0079
15232.326172 81.766 105.5308
15342.706055 81.603 104.0594
15453.885742 81.437 102.5956
15565.871094 81.267 101.1412
15678.667969 81.092 99.6989
15792.282227 80.913 98.2705
15906.719727 80.730 96.8583
16021.986328 80.542 95.4643
16138.087891 80.350 94.0905
16255.031250 80.155 92.7392
16372.822266 79.954 91.4123
16491.466797 79.748 90.1116
16610.970703 79.539 88.8394
16731.339844 79.325 87.5970
16852.582031 79.107 86.3864
16974.703125 78.885 85.2096
17097.708984 78.657 84.0679
17221.605469 78.427 82.9629
17346.400391 78.191 81.8961
17472.099609 77.952 80.8690
17598.708984 77.708 79.8828
17726.236328 77.460 78.9382
17854.687500 77.208 78.0367
17984.070312 76.951 77.1787
18114.390625 76.691 76.3650
18245.654297 76.428 75.5955
18377.869141 76.160 74.8708
18511.042969 75.888 74.1906
18645.181641 75.613 73.5547
18780.292969 75.334 72.9620
18916.382812 75.052 72.4118
19053.458984 74.767 71.9028
19191.527344 74.478 71.4333
19330.597656 74.187 71.0014
19470.675781 73.893 70.6052
19611.767578 73.597 70.2420
19753.882812 73.298 69.9094
19897.027344 72.983 69.6045
20041.208984 0.000 69.3246
