* Measurement data measured by REW V5.20.9
* Source: /Users/griff/Desktop/0 - REW Curves/Targets/Circumaural Targets/Harman/Harman2018OE.txt
* Format: Comma/Tab/Space delimited data
* Dated: Jul 25, 2022 3:18:07 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Desktop/0 - REW Curves/Targets/Circumaural Targets/Harman/Harman2018OE.txt Format: Comma/Tab/Space delimited data 957 values loaded, 20 Hz to 19,895 Hz log spaced
* Measurement: Harman2018OE
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
11328.744141 87.076 0.0000
11410.836914 86.918 0.0000
11493.524414 86.759 0.0000
11576.811523 86.599 0.0000
11660.702148 86.442 0.0000
11745.200195 86.288 0.0000
11830.310547 86.139 0.0000
11916.038086 85.996 0.0000
12002.386719 85.856 0.0000
12089.361328 85.716 0.0000
12176.965820 85.578 0.0000
12265.205078 85.439 0.0000
12354.083984 85.300 0.0000
12443.606445 85.161 0.0000
12533.778320 85.023 0.0000
12624.603516 84.885 0.0000
12716.086914 84.747 0.0000
12808.233398 84.608 0.0000
12901.046875 84.471 0.0000
12994.533203 84.333 0.0000
13088.697266 84.197 0.0000
13183.542969 84.064 0.0000
13279.076172 83.937 0.0000
13375.301758 83.821 0.0000
13472.224609 83.707 0.0000
13569.849609 83.592 0.0000
13668.182617 83.476 0.0000
13767.227539 83.361 0.0000
13866.990234 83.246 0.0000
13967.476562 83.135 0.0000
14068.690430 83.026 0.0000
14170.637695 82.923 0.0000
14273.324219 82.824 0.0000
14376.754883 82.724 0.0000
14480.934570 82.625 0.0000
14585.869141 82.526 0.0000
14691.564453 82.426 0.0000
14798.025391 82.330 0.0000
14905.257812 82.234 0.0000
15013.267578 82.119 0.0000
15122.059570 81.996 0.0000
15231.640625 81.864 0.0000
15342.015625 81.729 0.0000
15453.190430 81.595 0.0000
15565.170898 81.462 0.0000
15677.962891 81.335 0.0000
15791.572266 81.203 0.0000
15906.004883 81.056 0.0000
16021.266602 80.893 0.0000
16137.363281 80.702 0.0000
16254.300781 80.497 0.0000
16372.085938 80.286 0.0000
16490.724609 80.072 0.0000
16610.222656 79.868 0.0000
16730.587891 79.658 0.0000
16851.824219 79.442 0.0000
16973.939453 79.199 0.0000
17096.939453 78.904 0.0000
17220.830078 78.578 0.0000
17345.619141 78.235 0.0000
17471.312500 77.884 0.0000
17597.916016 77.542 0.0000
17725.437500 77.199 0.0000
17853.882812 76.871 0.0000
17983.259766 76.499 0.0000
18113.574219 76.006 0.0000
18244.832031 75.460 0.0000
18377.041016 74.923 0.0000
18510.208984 74.383 0.0000
18644.341797 73.857 0.0000
18779.447266 73.313 0.0000
18915.531250 72.734 0.0000
19052.601562 72.103 0.0000
19190.664062 71.382 0.0000
19329.726562 70.613 0.0000
19469.796875 69.839 0.0000
19610.882812 69.057 0.0000
19752.992188 68.231 0.0000
19896.130859 0.000 0.0000
