* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Jan 31, 2023 1:38:12 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A times B A = 1/A B = Listener DF Target
* Measurement: A times B
* Smoothing: 1/48 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
2120.000000	93.899
2140.000000	94.070
2180.000000	94.411
2200.000000	94.577
2240.000000	94.902
2270.000000	95.135
2300.000000	95.355
2330.000000	95.559
2360.000000	95.743
2400.000000	95.964
2430.000000	96.105
2470.000000	96.263
2500.000000	96.359
2540.000000	96.458
2580.000000	96.530
2620.000000	96.578
2650.000000	96.598
2690.000000	96.609
2720.000000	96.608
2760.000000	96.595
2800.000000	96.571
2850.000000	96.530
2900.000000	96.477
2950.000000	96.418
3000.000000	96.351
3040.000000	96.296
3070.000000	96.251
3110.000000	96.191
3150.000000	96.130
3200.000000	96.051
3250.000000	95.970
3300.000000	95.886
3350.000000	95.799
3400.000000	95.709
3450.000000	95.617
3500.000000	95.523
3550.000000	95.426
3600.000000	95.325
3650.000000	95.221
3700.000000	95.115
3750.000000	95.004
3820.000000	94.847
3870.000000	94.730
3950.000000	94.537
4000.000000	94.412
4060.000000	94.261
4120.000000	94.106
4180.000000	93.948
4250.000000	93.761
4310.000000	93.600
4370.000000	93.437
4440.000000	93.249
4500.000000	93.088
4550.000000	92.955
4620.000000	92.771
4680.000000	92.618
4750.000000	92.444
4820.000000	92.277
4870.000000	92.163
4940.000000	92.008
5000.000000	91.882
5080.000000	91.723
5150.000000	91.593
5220.000000	91.471
5300.000000	91.339
5380.000000	91.216
5450.000000	91.115
5520.000000	91.019
5600.000000	90.916
5700.000000	90.794
5800.000000	90.681
5900.000000	90.575
6000.000000	90.474
6080.000000	90.401
6150.000000	90.340
6220.000000	90.281
6300.000000	90.219
6400.000000	90.150
6500.000000	90.092
6600.000000	90.043
6700.000000	90.008
6800.000000	89.988
6900.000000	89.983
7000.000000	89.985
7100.000000	89.990
7200.000000	90.000
7300.000000	90.016
7400.000000	90.036
7500.000000	90.062
7620.000000	90.097
7750.000000	90.132
7880.000000	90.164
8000.000000	90.186
8120.000000	90.195
