* Measurement data measured by REW V5.20.5
* Source: /Users/griff/Desktop/REW Curves/Harman2013OE.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 1, 2022 1:57:16 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Desktop/REW Curves/Harman2013OE.txt Format: Comma/Tab/Space delimited data 958 values loaded, 20 Hz to 20,040 Hz log spaced
* Measurement: Harman2013OE
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8186.409668 90.979 173.7626
8245.731445 90.883 172.5878
8305.483398 90.787 171.4088
8365.667969 90.690 170.2253
8426.289062 90.592 169.0376
8487.349609 90.493 167.8451
8548.852539 90.394 166.6479
8610.800781 90.294 165.4460
8673.198242 90.193 164.2393
8736.047852 90.092 163.0275
8799.352539 89.990 161.8109
8863.116211 89.887 160.5891
8927.341797 89.784 159.3623
8992.033203 89.680 158.1302
9057.193359 89.575 156.8931
9122.825195 89.470 155.6507
9188.932617 89.364 154.4033
9255.519531 89.257 153.1508
9322.588867 89.149 151.8932
9390.144531 89.041 150.6306
9458.189453 88.932 149.3633
9526.727539 88.822 148.0911
9595.761719 88.712 146.8145
9665.296875 88.601 145.5334
9735.335938 88.489 144.2481
9805.881836 88.377 142.9586
9876.939453 88.263 141.6652
9948.511719 88.149 140.3682
10020.602539 88.033 139.0677
10093.215820 87.917 137.7640
10166.355469 87.800 136.4572
10240.025391 87.682 135.1474
10314.228516 87.563 133.8350
10388.969727 87.444 132.5198
10464.252930 87.323 131.2022
10540.081055 87.202 129.8822
10616.458984 87.080 128.5597
10693.390625 86.957 127.2348
10770.878906 86.834 125.9075
10848.928711 86.710 124.5775
10927.544922 86.585 123.2446
11006.730469 86.460 121.9087
11086.490234 86.334 120.5693
11166.827148 86.208 119.2261
11247.746094 86.081 117.8788
11329.251953 85.955 116.5264
11411.348633 85.828 115.1686
11494.040039 85.700 113.8046
11577.331055 85.573 112.4337
11661.225586 85.446 111.0548
11745.727539 85.319 109.6672
11830.841797 85.192 108.2700
11916.573242 85.066 106.8619
12002.925781 84.940 105.4421
12089.904297 84.814 104.0093
12177.512695 84.689 102.5626
12265.755859 84.564 101.1004
12354.638672 84.440 99.6218
12444.165039 84.316 98.1256
12534.340820 84.193 96.6109
12625.169922 84.070 95.0764
12716.657227 83.948 93.5212
12808.807617 83.826 91.9444
12901.625977 83.704 90.3450
12995.116211 83.583 88.7223
13089.284180 83.462 87.0755
13184.134766 83.341 85.4042
13279.672852 83.220 83.7077
13375.903320 83.099 81.9857
13472.831055 82.977 80.2381
13570.460938 82.855 78.4644
13668.797852 82.732 76.6648
13767.847656 82.608 74.8393
13867.615234 82.483 72.9882
13968.105469 82.357 71.1115
14069.324219 82.229 69.2096
14171.276367 82.100 67.2832
14273.966797 81.969 65.3327
14377.401367 81.836 63.3586
14481.585938 81.701 61.3618
14586.525391 81.564 59.3430
14692.225586 81.424 57.3026
14798.691406 81.282 55.2418
14905.928711 81.137 53.1615
15013.943359 80.989 51.0623
15122.740234 80.838 48.9452
15232.326172 80.684 46.8109
15342.706055 80.527 44.6607
15453.885742 80.366 42.4950
15565.871094 80.203 40.3151
15678.667969 80.036 38.1217
15792.282227 79.866 35.9155
15906.719727 79.692 33.6976
16021.986328 79.515 31.4686
16138.087891 79.334 29.2298
16255.031250 79.150 26.9818
16372.822266 78.963 24.7255
16491.466797 78.772 22.4620
16610.970703 78.577 20.1927
16731.339844 78.379 17.9183
16852.582031 78.178 15.6404
16974.703125 77.973 13.3603
17097.708984 77.765 11.0796
17221.605469 77.553 8.8002
17346.400391 77.338 6.5240
17472.099609 77.119 4.2535
17598.708984 76.897 1.9911
17726.236328 76.671 -0.2605
17854.687500 76.442 -2.4980
17984.070312 76.209 -4.7184
18114.390625 75.973 -6.9175
18245.654297 75.733 -9.0919
18377.869141 75.489 -11.2369
18511.042969 75.241 -13.3479
18645.181641 74.989 -15.4198
18780.292969 74.733 -17.4482
18916.382812 74.473 -19.4273
19053.458984 74.209 -21.3517
19191.527344 73.940 -23.2157
19330.597656 73.666 -25.0140
19470.675781 73.388 -26.7408
19611.767578 73.105 -28.3909
19753.882812 72.818 -29.9586
19897.027344 72.525 -31.4393
20041.208984 0.000 -32.8281
