1675.000000	0.845
1700.000000	0.840
1725.000000	0.836
1750.000000	0.831
1775.000000	0.827
1800.000000	0.822
1825.000000	0.817
1850.000000	0.812
1875.000000	0.807
1900.000000	0.802
1925.000000	0.797
1950.000000	0.793
1975.000000	0.788
2000.000000	0.783
2030.000000	0.778
2060.000000	0.772
2090.000000	0.767
2120.000000	0.762
2140.000000	0.759
2180.000000	0.752
2200.000000	0.749
2240.000000	0.742
2270.000000	0.737
2300.000000	0.733
2330.000000	0.728
2360.000000	0.723
2400.000000	0.717
2430.000000	0.713
2470.000000	0.707
2500.000000	0.702
2540.000000	0.696
2580.000000	0.690
2620.000000	0.684
2650.000000	0.680
2690.000000	0.674
2720.000000	0.670
2760.000000	0.664
2800.000000	0.659
2850.000000	0.653
2900.000000	0.647
2950.000000	0.641
3000.000000	0.635
3040.000000	0.631
3070.000000	0.628
3110.000000	0.624
3150.000000	0.620
3200.000000	0.615
3250.000000	0.611
3300.000000	0.606
3350.000000	0.602
3400.000000	0.597
3450.000000	0.593
3500.000000	0.589
3550.000000	0.585
3600.000000	0.582
3650.000000	0.578
3700.000000	0.574
3750.000000	0.570
3820.000000	0.565
3870.000000	0.562
3950.000000	0.557
4000.000000	0.554
4060.000000	0.550
4120.000000	0.547
4180.000000	0.543
4250.000000	0.539
4310.000000	0.536
4370.000000	0.533
4440.000000	0.530
4500.000000	0.527
4550.000000	0.525
4620.000000	0.522
4680.000000	0.520
4750.000000	0.518
4820.000000	0.515
4870.000000	0.514
4940.000000	0.511
5000.000000	0.509
5080.000000	0.505
5150.000000	0.503
5220.000000	0.500
5300.000000	0.496
5380.000000	0.493
5450.000000	0.490
5520.000000	0.487
5600.000000	0.484
5700.000000	0.481
5800.000000	0.478
5900.000000	0.475
6000.000000	0.472
6080.000000	0.470
6150.000000	0.469
6220.000000	0.467
6300.000000	0.466
6400.000000	0.465
6500.000000	0.464
6600.000000	0.463
6700.000000	0.463
6800.000000	0.462
6900.000000	0.461
7000.000000	0.459
7100.000000	0.458
7200.000000	0.455
7300.000000	0.452
7400.000000	0.449
7500.000000	0.446
7620.000000	0.442
7750.000000	0.437
7880.000000	0.433
8000.000000	0.429
8120.000000	0.426
8250.000000	0.422
8380.000000	0.418
8500.000000	0.415
8620.000000	0.413
8750.000000	0.409
8850.000000	0.407
9000.000000	0.404
9120.000000	0.402
9250.000000	0.400
9380.000000	0.398
9500.000000	0.397
9620.000000	0.396
9750.000000	0.394
9880.000000	0.392
10000.000000	0.390
10150.000000	0.386
10300.000000	0.382
10440.000000	0.379
10600.000000	0.375
10750.000000	0.372
10900.000000	0.368
11060.000000	0.366
11200.000000	0.364
11380.000000	0.362
11500.000000	0.361
11720.000000	0.361
11800.000000	0.361
12060.000000	0.362
12200.000000	0.363
12410.000000	0.365
12500.000000	0.366
12650.000000	0.369
12800.000000	0.371
13150.000000	0.377
13200.000000	0.378
13400.000000	0.382
13600.000000	0.385
13800.000000	0.389
14000.000000	0.391
14300.000000	0.394
14500.000000	0.396
14750.000000	0.397
15000.000000	0.398
15250.000000	0.399
15500.000000	0.399
15750.000000	0.399
16000.000000	0.399
16250.000000	0.398
16500.000000	0.397
16750.000000	0.396
17000.000000	0.394
17250.000000	0.392
17500.000000	0.391
17750.000000	0.389
18000.000000	0.387
18250.000000	0.384
18500.000000	0.381
18750.000000	0.379
19000.000000	0.376
19250.000000	0.372
19500.000000	0.369
19750.000000	0.367
