* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Feb 4, 2023 7:29:59 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A times B A = KEMAR DF HRTF B = Target KEMAR DF HRTF
* Measurement: A times B
* Smoothing: 1/48 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
2090.000000	92.341
2120.000000	92.576
2140.000000	92.734
2180.000000	93.048
2200.000000	93.201
2240.000000	93.500
2270.000000	93.714
2300.000000	93.915
2330.000000	94.100
2360.000000	94.266
2400.000000	94.462
2430.000000	94.585
2470.000000	94.720
2500.000000	94.798
2540.000000	94.875
2580.000000	94.924
2620.000000	94.950
2650.000000	94.954
2690.000000	94.943
2720.000000	94.926
2760.000000	94.892
2800.000000	94.847
2850.000000	94.781
2900.000000	94.703
2950.000000	94.619
3000.000000	94.528
3040.000000	94.454
3070.000000	94.395
3110.000000	94.316
3150.000000	94.236
3200.000000	94.135
3250.000000	94.031
3300.000000	93.925
3350.000000	93.817
3400.000000	93.705
3450.000000	93.592
3500.000000	93.477
3550.000000	93.360
3600.000000	93.239
3650.000000	93.115
3700.000000	92.989
3750.000000	92.859
3820.000000	92.675
3870.000000	92.540
3950.000000	92.317
4000.000000	92.174
4060.000000	92.001
4120.000000	91.825
4180.000000	91.646
4250.000000	91.435
4310.000000	91.254
4370.000000	91.071
4440.000000	90.860
4500.000000	90.680
4550.000000	90.531
4620.000000	90.325
4680.000000	90.153
4750.000000	89.958
4820.000000	89.770
4870.000000	89.641
4940.000000	89.465
5000.000000	89.322
5080.000000	89.140
5150.000000	88.990
5220.000000	88.849
5300.000000	88.695
5380.000000	88.550
5450.000000	88.431
5520.000000	88.316
5600.000000	88.192
5700.000000	88.045
5800.000000	87.907
5900.000000	87.776
6000.000000	87.651
6080.000000	87.559
6150.000000	87.481
6220.000000	87.406
6300.000000	87.325
6400.000000	87.234
6500.000000	87.153
6600.000000	87.082
6700.000000	87.026
6800.000000	86.984
6900.000000	86.958
7000.000000	86.939
7100.000000	86.924
7200.000000	86.914
7300.000000	86.910
7400.000000	86.910
7500.000000	86.917
7620.000000	86.929
7750.000000	86.939
7880.000000	86.947
8000.000000	86.948
8120.000000	86.935
8250.000000	86.905
8380.000000	86.856
8500.000000	86.791
8620.000000	86.710
8750.000000	86.601
8850.000000	86.503
9000.000000	86.334
9120.000000	86.180
9250.000000	85.997
9380.000000	85.800
9500.000000	85.610
9620.000000	85.415
9750.000000	85.200
9880.000000	84.986
10000.000000	84.792
10150.000000	84.560
10300.000000	84.336
10440.000000	84.137
10600.000000	83.919
10750.000000	83.721
10900.000000	83.525
11060.000000	83.318
11200.000000	83.139
11380.000000	82.908
11500.000000	82.753
11720.000000	82.467
11800.000000	82.363
12060.000000	82.024
12200.000000	81.842
12410.000000	81.573
12500.000000	81.457
12650.000000	81.266
12800.000000	81.075
13150.000000	80.634
13200.000000	80.572
13400.000000	80.314
13600.000000	80.052
13800.000000	79.785
14000.000000	79.510
14300.000000	79.085
14500.000000	78.793
14750.000000	78.421
15000.000000	78.042
15250.000000	77.663
15500.000000	77.285
15750.000000	76.915
16000.000000	76.556
16250.000000	76.212
16500.000000	75.880
16750.000000	75.557
17000.000000	75.241
17250.000000	74.923
17500.000000	74.602
17750.000000	74.270
18000.000000	73.924
18250.000000	73.559
18500.000000	73.168
18750.000000	72.744
19000.000000	72.273
19250.000000	71.740
19500.000000	71.126
19750.000000	70.427
20000.000000	69.728
