* Measurement data measured by REW V5.20.13
* Source: C:\Users\tpgnm\OneDrive\Documents\Measurements\SecritTuning.txt
* Format: Comma/Tab/Space delimited data
* Dated: Jan 5, 2023 9:13:51 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\tpgnm\OneDrive\Documents\Measurements\SecritTuning.txt Format: Comma/Tab/Space delimited data 37 values loaded, 20 Hz to 20,000 Hz
* Measurement: test
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
13150.000000	95.055
13200.000000	95.015
13400.000000	94.856
13600.000000	94.697
13800.000000	94.539
14000.000000	94.381
14300.000000	94.146
14500.000000	93.989
14750.000000	93.795
15000.000000	93.604
15250.000000	93.419
15500.000000	93.238
15750.000000	93.060
16000.000000	92.886
16250.000000	92.713
16500.000000	92.542
16750.000000	92.372
17000.000000	92.206
17250.000000	92.047
17500.000000	91.892
17750.000000	91.739
18000.000000	91.587
18250.000000	91.436
18500.000000	91.287
18750.000000	91.138
19000.000000	90.990
19250.000000	90.843
19500.000000	90.698
19750.000000	90.568
20000.000000	90.492
