* Measurement data measured by REW V5.20.13
* Source: KEMAR DFHRTF Filtered
* Format: 
* Dated: Nov 12, 2022 2:47:39 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Desktop/0 - REW Curves/Targets/Circumaural Targets/Other/KEMAR DFHRTF.txt Format: Comma/Tab/Space delimited data 956 values loaded, 20 Hz to 19,753 Hz log spaced  HSQ      Fc    8000 Hz  Gain   2.70 dB Q  0.984 PK       Fc    4000 Hz  Gain   0.30 dB  BW Oct   1.41 PK       Fc    7800 Hz  Gain  -1.00 dB  BW Oct   0.71 PK       Fc   12500 Hz  Gain  -0.80 dB  BW Oct   0.71 PK       Fc    8888 Hz  Gain   1.00 dB  BW Oct   0.71
* Measurement: EQ KEMAR DFHRTF
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
1475.000000	92.908
1500.000000	93.149
1525.000000	93.413
1550.000000	93.693
1575.000000	93.985
1600.000000	94.282
1625.000000	94.581
1650.000000	94.878
1675.000000	95.169
1700.000000	95.454
1725.000000	95.731
1750.000000	95.999
1775.000000	96.257
1800.000000	96.507
1825.000000	96.749
1850.000000	96.982
1875.000000	97.209
1900.000000	97.431
1925.000000	97.648
1950.000000	97.862
1975.000000	98.074
2000.000000	98.285
2030.000000	98.539
2060.000000	98.793
2090.000000	99.049
2120.000000	99.305
2140.000000	99.476
2180.000000	99.816
2200.000000	99.983
2240.000000	100.309
2270.000000	100.541
2300.000000	100.761
2330.000000	100.964
2360.000000	101.150
2400.000000	101.369
2430.000000	101.510
2470.000000	101.668
2500.000000	101.763
2540.000000	101.863
2580.000000	101.935
2620.000000	101.982
2650.000000	102.003
2690.000000	102.014
2720.000000	102.013
2760.000000	102.000
2800.000000	101.976
2850.000000	101.934
2900.000000	101.882
2950.000000	101.822
3000.000000	101.756
3040.000000	101.700
3070.000000	101.656
3110.000000	101.596
3150.000000	101.535
3200.000000	101.456
3250.000000	101.374
3300.000000	101.290
3350.000000	101.203
3400.000000	101.114
3450.000000	101.022
3500.000000	100.928
3550.000000	100.830
3600.000000	100.730
3650.000000	100.626
3700.000000	100.519
3750.000000	100.409
3820.000000	100.250
3870.000000	100.133
3950.000000	99.940
4000.000000	99.815
4060.000000	99.664
4120.000000	99.509
4180.000000	99.351
4250.000000	99.165
4310.000000	99.004
4370.000000	98.841
4440.000000	98.652
4500.000000	98.491
4550.000000	98.358
4620.000000	98.175
4680.000000	98.021
4750.000000	97.848
4820.000000	97.681
4870.000000	97.566
4940.000000	97.412
5000.000000	97.286
5080.000000	97.127
5150.000000	96.997
5220.000000	96.875
5300.000000	96.744
5380.000000	96.621
5450.000000	96.520
5520.000000	96.424
5600.000000	96.321
5700.000000	96.199
5800.000000	96.086
5900.000000	95.980
6000.000000	95.881
6080.000000	95.807
6150.000000	95.746
6220.000000	95.688
6300.000000	95.626
6400.000000	95.557
6500.000000	95.498
6600.000000	95.450
6700.000000	95.416
6800.000000	95.396
6900.000000	95.391
7000.000000	95.394
7100.000000	95.399
7200.000000	95.409
7300.000000	95.425
7400.000000	95.446
7500.000000	95.472
7620.000000	95.506
7750.000000	95.543
7880.000000	95.575
8000.000000	95.596
8120.000000	95.606
8250.000000	95.600
8380.000000	95.574
8500.000000	95.531
8620.000000	95.470
8750.000000	95.383
8850.000000	95.302
9000.000000	95.157
9120.000000	95.022
9250.000000	94.860
9380.000000	94.685
9500.000000	94.514
9620.000000	94.337
9750.000000	94.143
9880.000000	93.949
10000.000000	93.775
10150.000000	93.565
10300.000000	93.365
10440.000000	93.187
10600.000000	92.993
10750.000000	92.817
10900.000000	92.644
11060.000000	92.462
11200.000000	92.303
11380.000000	92.098
11500.000000	91.961
11720.000000	91.708
11800.000000	91.615
12060.000000	91.316
12200.000000	91.155
12410.000000	90.917
12500.000000	90.815
12650.000000	90.648
12800.000000	90.482
13150.000000	90.096
13200.000000	90.040
13400.000000	89.817
13600.000000	89.590
13800.000000	89.357
14000.000000	89.120
14300.000000	88.754
14500.000000	88.504
14750.000000	88.187
15000.000000	87.869
15250.000000	87.554
15500.000000	87.248
15750.000000	86.957
16000.000000	86.686
16250.000000	86.440
16500.000000	86.219
16750.000000	86.022
17000.000000	85.849
17250.000000	85.695
17500.000000	85.561
17750.000000	85.446
18000.000000	85.351
18250.000000	85.277
18500.000000	85.223
18750.000000	85.190
19000.000000	85.171
19250.000000	85.161
19500.000000	85.148
19750.000000	85.120
