* Measurement data measured by REW V5.20.3
* Format: Comma/Tab/Space delimited data
* Dated: 21-Oct-2021 09:02:00
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: VSG Target
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
5080.000000	62.233	0.0000
5150.000000	62.142	0.0000
5220.000000	62.070	0.0000
5300.000000	62.010	0.0000
5380.000000	61.972	0.0000
5450.000000	61.957	0.0000
5520.000000	61.957	0.0000
5600.000000	61.975	0.0000
5700.000000	62.023	0.0000
5800.000000	62.097	0.0000
5900.000000	62.193	0.0000
6000.000000	62.309	0.0000
6080.000000	62.413	0.0000
6150.000000	62.509	0.0000
6220.000000	62.608	0.0000
6300.000000	62.722	0.0000
6400.000000	62.860	0.0000
6500.000000	62.990	0.0000
6600.000000	63.105	0.0000
6700.000000	63.203	0.0000
6800.000000	63.282	0.0000
6900.000000	63.342	0.0000
7000.000000	63.382	0.0000
7100.000000	63.404	0.0000
7200.000000	63.410	0.0000
7300.000000	63.400	0.0000
7400.000000	63.378	0.0000
7500.000000	63.345	0.0000
7620.000000	63.294	0.0000
7750.000000	63.227	0.0000
7880.000000	63.151	0.0000
8000.000000	63.073	0.0000
8120.000000	62.992	0.0000
8250.000000	62.899	0.0000
8380.000000	62.804	0.0000
8500.000000	62.715	0.0000
8620.000000	62.624	0.0000
8750.000000	62.525	0.0000
8850.000000	62.448	0.0000
9000.000000	62.333	0.0000
9120.000000	62.241	0.0000
9250.000000	62.141	0.0000
9380.000000	62.040	0.0000
9500.000000	61.948	0.0000
9620.000000	61.856	0.0000
9750.000000	61.757	0.0000
9880.000000	61.658	0.0000
10000.000000	61.567	0.0000
10150.000000	61.453	0.0000
10300.000000	61.341	0.0000
10440.000000	61.236	0.0000
10600.000000	61.118	0.0000
10750.000000	61.008	0.0000
10900.000000	60.899	0.0000
11060.000000	60.784	0.0000
11200.000000	60.686	0.0000
11380.000000	60.561	0.0000
11500.000000	60.479	0.0000
11720.000000	60.333	0.0000
11800.000000	60.281	0.0000
12060.000000	60.117	0.0000
12200.000000	60.031	0.0000
12410.000000	59.906	0.0000
12500.000000	59.853	0.0000
12650.000000	59.767	0.0000
12800.000000	59.682	0.0000
13150.000000	59.490	0.0000
13200.000000	59.463	0.0000
13400.000000	59.357	0.0000
13600.000000	59.251	0.0000
13800.000000	59.147	0.0000
14000.000000	59.044	0.0000
14300.000000	58.891	0.0000
14500.000000	58.791	0.0000
14750.000000	58.666	0.0000
15000.000000	58.543	0.0000
15250.000000	58.420	0.0000
15500.000000	58.299	0.0000
15750.000000	58.178	0.0000
16000.000000	58.058	0.0000
16250.000000	57.938	0.0000
16500.000000	57.820	0.0000
16750.000000	57.701	0.0000
17000.000000	57.583	0.0000
17250.000000	57.465	0.0000
17500.000000	57.348	0.0000
17750.000000	57.232	0.0000
18000.000000	57.117	0.0000
18250.000000	57.005	0.0000
18500.000000	56.897	0.0000
18750.000000	56.796	0.0000
19000.000000	56.703	0.0000
19250.000000	56.621	0.0000
19500.000000	56.554	0.0000
19750.000000	56.506	0.0000
